Materiale;Nuovo Testo breve materiale;;Nuovo Testo breve materiale EN;;;;;;;;;;;;;;;;;;;;;;
5162300612-00;DADO M12 SOSTITUITO DA 5162003012-00;36;NUT M12 REPLACED 5162003012-00;30;;;;;;;;;;;;;;;;;;;;;
5162305075-00;DADO M5 SOSTITUITO DA 5162001005-00;35;NUT M5 REPLACED 5162001005-00;29;;;;;;;;;;;;;;;;;;;;;
5162306075-00;DADO M6 SOSTITUITO DA 5162001006;32;NUT M6 REPLACED 5162001006-00;29;;;;;;;;;;;;;;;;;;;;;
5171000020-00;DADO PER CAVE A T A2K M20x22-8;30;NUTS FOR T-SLOTS A2K M20x22-8;29;;;;;;;;;;;;;;;;;;;;;
5171000006-00;DADO PER CAVE A T A2K M6x8-8;28;NUTS FOR T-SLOTS A2K M6x8-8;27;;;;;;;;;;;;;;;;;;;;;
5171082006-00;DADO PER CAVE A T A2K M6x8-8;28;NUTS FOR T-SLOTS A2K M6x8-8;27;;;;;;;;;;;;;;;;;;;;;
5171000008-00;DADO PER CAVE A T A2K M8x10-8;29;NUTS FOR T-SLOTS A2K M8x10-8;28;;;;;;;;;;;;;;;;;;;;;
5163300000-00;DADO RAPIDO NUL 521-3 PER VITI M5;33;QUICK NUT NUL 521-3 TO SCREW M5;31;;;;;;;;;;;;;;;;;;;;;
5163300040-00;DADO TRASCINAMENTO PER MANDRINO;31;DRIVE NUT FOR SPINDLE;21;;;;;;;;;;;;;;;;;;;;;
5156300010-00;DISCO ELASTICO BLOCCAGGIO M10x1,25x22;37;ELASTIC LOCKING DISC M10x1,25x22;32;;;;;;;;;;;;;;;;;;;;;
5156300012-00;DISCO ELASTICO BLOCCAGGIO M12x1,50x28;37;ELASTIC LOCKING DISC M12x1,50x28;32;;;;;;;;;;;;;;;;;;;;;
5156300016-00;DISCO ELASTICO BLOCCAGGIO M16;29;ELASTIC LOCKING DISC M16;24;;;;;;;;;;;;;;;;;;;;;
5156300008-00;DISCO ELASTICO BLOCCAGGIO M8x1x18;33;ELASTIC LOCKING DISC M8x1x18;28;;;;;;;;;;;;;;;;;;;;;
5193600500-00;FASCIA SOLLEVAMENTO ROSSA L=0,5m SWL 5t ;40;RED SLING FOR LIFTING L=0,5m SWL 5t ;36;;;;;;;;;;;;;;;;;;;;;
5195000001-00;FISSAGGIO A PRESSIONE SOUTHCO;29;SNAP FASTENINGSOUTHCO;21;;;;;;;;;;;;;;;;;;;;;
5161300020-00;GHIERA DI BLOCC. A2K TB20/1 M20x1;33;GROOVED NUT A2K TB20/1 M20x1;28;;;;;;;;;;;;;;;;;;;;;
5161210075-00;GHIERA DI BLOCC. GUK GN0 A2K M10x0,75;37;GROOVED NUT GUK GN0 A2K M10x0,75;32;;;;;;;;;;;;;;;;;;;;;
5161212100-00;GHIERA DI BLOCC. GUK GN1 A2K M12x1;34;GROOVED NUT GUK GN1 A2K M12x1;29;;;;;;;;;;;;;;;;;;;;;
5161250150-00;GHIERA DI BLOCC. GUK GN10 A2K M50x1,5;37;GROOVED NUT GUK GN10 A2K M50x1,5;32;;;;;;;;;;;;;;;;;;;;;
5161255200-00;GHIERA DI BLOCC. GUK GN11 A2K M55x2;35;GROOVED NUT GUK GN11 A2K M55x2;30;;;;;;;;;;;;;;;;;;;;;
5161260200-00;GHIERA DI BLOCC. GUK GN12 A2K M60x2;35;GROOVED NUT GUK GN12 A2K M60x2;30;;;;;;;;;;;;;;;;;;;;;
5161270200-00;GHIERA DI BLOCC. GUK GN14 A2K M70x2;35;GROOVED NUT GUK GN14 A2K M70x2;30;;;;;;;;;;;;;;;;;;;;;
5161275200-00;GHIERA DI BLOCC. GUK GN17 A2K M75x2;35;GROOVED NUT GUK GN17 A2K M75x2;30;;;;;;;;;;;;;;;;;;;;;
5161290200-00;GHIERA DI BLOCC. GUK GN18 A2K M90x2;35;GROOVED NUT GUK GN18 A2K M90x2;30;;;;;;;;;;;;;;;;;;;;;
5161295200-00;GHIERA DI BLOCC. GUK GN19 A2K M95x2;35;GROOVED NUT GUK GN19 A2K M95x2;30;;;;;;;;;;;;;;;;;;;;;
5161215100-00;GHIERA DI BLOCC. GUK GN2 A2K M15x1;34;GROOVED NUT GUK GN2 A2K M15x1;29;;;;;;;;;;;;;;;;;;;;;
5161300100-00;GHIERA DI BLOCC. GUK GN20 A2K M100x2;36;GROOVED NUT GUK GN20 A2K M100x2;31;;;;;;;;;;;;;;;;;;;;;
5161217100-00;GHIERA DI BLOCC. GUK GN3 A2K M17x1;34;GROOVED NUT GUK GN3 A2K M17x1;29;;;;;;;;;;;;;;;;;;;;;
5161220100-00;GHIERA DI BLOCC. GUK GN4 A2K M20x1;34;GROOVED NUT GUK GN4 A2K M20x1;29;;;;;;;;;;;;;;;;;;;;;
5161225150-00;GHIERA DI BLOCC. GUK GN5 A2K M25x1,5;36;GROOVED NUT GUK GN5 A2K M25x1,5;31;;;;;;;;;;;;;;;;;;;;;
5161230150-00;GHIERA DI BLOCC. GUK GN6 A2K M30x1,5;36;GROOVED NUT GUK GN6 A2K M30x1,5;31;;;;;;;;;;;;;;;;;;;;;
5161235150-00;GHIERA DI BLOCC. GUK GN7 A2K M35x1,5;36;GROOVED NUT GUK GN7 A2K M35x1,5;31;;;;;;;;;;;;;;;;;;;;;
5161240150-00;GHIERA DI BLOCC. GUK GN8 A2K M40x1,5;36;GROOVED NUT GUK GN8 A2K M40x1,5;31;;;;;;;;;;;;;;;;;;;;;
5161245150-00;GHIERA DI BLOCC. GUK GN9 A2K M45x1,5;36;GROOVED NUT GUK GN9 A2K M45x1,5;31;;;;;;;;;;;;;;;;;;;;;
5160210100-00;GHIERA DI BLOCC. KM0 A2K M10x0,75;33;GROOVED NUT KM0 A2K M10x0,75;28;;;;;;;;;;;;;;;;;;;;;
5160212100-00;GHIERA DI BLOCC. KM1 A2K M12x1;30;GROOVED NUT KM1 A2K M12x1;25;;;;;;;;;;;;;;;;;;;;;
5160250150-00;GHIERA DI BLOCC. KM10 A2K M50x1,5;33;GROOVED NUT KM10 A2K M50x1,5;28;;;;;;;;;;;;;;;;;;;;;
5160255200-00;GHIERA DI BLOCC. KM11 A2K M55x2;31;GROOVED NUT KM11 A2K M55x2;26;;;;;;;;;;;;;;;;;;;;;
5160260200-00;GHIERA DI BLOCC. KM12 A2K M60x2;31;GROOVED NUT KM12 A2K M60x2;26;;;;;;;;;;;;;;;;;;;;;
5160270200-00;GHIERA DI BLOCC. KM14 A2K M70x2;31;GROOVED NUT KM14 A2K M70x2;26;;;;;;;;;;;;;;;;;;;;;
5160275200-00;GHIERA DI BLOCC. KM15 A2K M75x2;31;GROOVED NUT KM15 A2K M75x2;26;;;;;;;;;;;;;;;;;;;;;
5160290200-00;GHIERA DI BLOCC. KM18 A2K M90x2;31;GROOVED NUT KM18 A2K M90x2;26;;;;;;;;;;;;;;;;;;;;;
5160215100-00;GHIERA DI BLOCC. KM2 A2K M15x1;30;GROOVED NUT KM2 A2K M15x1;25;;;;;;;;;;;;;;;;;;;;;
5160217100-00;GHIERA DI BLOCC. KM3 A2K M17x1;30;GROOVED NUT KM3 A2K M17x1;25;;;;;;;;;;;;;;;;;;;;;
5160120100-00;GHIERA DI BLOCC. KM4 A2K M20x1;30;GROOVED NUT KM4 A2K M20x1;25;;;;;;;;;;;;;;;;;;;;;
5160220100-00;GHIERA DI BLOCC. KM4 A2K M20x1;30;GROOVED NUT KM4 A2K M20x1;25;;;;;;;;;;;;;;;;;;;;;
5160125150-00;GHIERA DI BLOCC. KM5 A2K M25x1,5;32;GROOVED NUT KM5 A2K M25x1,5;27;;;;;;;;;;;;;;;;;;;;;
5160225150-00;GHIERA DI BLOCC. KM5 A2K M25x1,5;32;GROOVED NUT KM5 A2K M25x1,5;27;;;;;;;;;;;;;;;;;;;;;
5160130150-00;GHIERA DI BLOCC. KM6 A2K M30x1,5;32;GROOVED NUT KM6 A2K M30x1,5;27;;;;;;;;;;;;;;;;;;;;;
5160230150-00;GHIERA DI BLOCC. KM6 A2K M30x1,5;32;GROOVED NUT KM6 A2K M30x1,5;27;;;;;;;;;;;;;;;;;;;;;
5160235150-00;GHIERA DI BLOCC. KM7 A2K M35x1,5;32;GROOVED NUT KM7 A2K M35x1,5;27;;;;;;;;;;;;;;;;;;;;;
5160240150-00;GHIERA DI BLOCC. KM8 A2K M40x1,5;32;GROOVED NUT KM8 A2K M40x1,5;27;;;;;;;;;;;;;;;;;;;;;
5160245150-00;GHIERA DI BLOCC. KM9 A2K M45x1,5;32;GROOVED NUT KM9 A2K M45x1,5;27;;;;;;;;;;;;;;;;;;;;;
5160215101-00;GHIERA DI BLOCC. KMK2 A2K M15x1;31;GROOVED NUT KMK2 A2K M15x1;26;;;;;;;;;;;;;;;;;;;;;
5161400015-00;GHIERA DI PRECISIONE HIR M15x1;30;PRECISION NUT HIR M15x1;23;;;;;;;;;;;;;;;;;;;;;
5161400020-00;GHIERA DI PRECISIONE HIR M20x1;30;PRECISION NUT HIR M20x1;23;;;;;;;;;;;;;;;;;;;;;
5161310026-00;GHIERA DI PRECISIONE LFE26 A2K M95x2;36;PRECISION NUT LFE26 A2K M95x2;29;;;;;;;;;;;;;;;;;;;;;
5161320015-00;GHIERA DI PRECISIONE LR15 A2K M45x1,5;37;PRECISION NUT LR15 A2K M45x1,5;30;;;;;;;;;;;;;;;;;;;;;
5161320020-00;GHIERA DI PRECISIONE LR20 A2K M65x2;35;PRECISION NUT LR20 A2K M65x2;28;;;;;;;;;;;;;;;;;;;;;
5161320025-00;GHIERA DI PRECISIONE LRE25 A2K M90x2;36;PRECISION NUT LRE25 A2K M90x2;29;;;;;;;;;;;;;;;;;;;;;
5161320125-00;GHIERA DI PRECISIONE LRE25 A2K M90x2 SX;39;PRECISION NUT LRE25 A2K M90x2 SX;32;;;;;;;;;;;;;;;;;;;;;
5161300044-00;GHIERA DI PRECISIONE LX44 A2K M44x1,5;37;PRECISION NUT.LX44 A2K M44x1,5;30;;;;;;;;;;;;;;;;;;;;;
5161300060-00;GHIERA DI PRECISIONE LX60 A2K M60x1,5;37;PRECISION NUT LX60 A2K M60x1,5;30;;;;;;;;;;;;;;;;;;;;;
5161300070-00;GHIERA DI PRECISIONE LX70 A2K M70x1,5;37;PRECISION NUT LX70 A2K M70x1,5;30;;;;;;;;;;;;;;;;;;;;;
5161300082-00;GHIERA DI PRECISIONE LX82 A2K M82x1,5;37;PRECISION NUT LX82 A2K M82x1,5;30;;;;;;;;;;;;;;;;;;;;;
5100006524-00;GHIERA DI PRECISIONE MSA 65x1,5x24;34;LOCKNUTS MSA 65x1,5x24;22;;;;;;;;;;;;;;;;;;;;;
5100010020-00;GHIERA DI PRECISIONE MSR 100x2x32;33;LOCKNUTS MSR 100x2x32;21;;;;;;;;;;;;;;;;;;;;;
5100012020-00;GHIERA DI PRECISIONE MSR 120x2x36;33;LOCKNUTS MSR 120x2x36;21;;;;;;;;;;;;;;;;;;;;;
5100014030-00;GHIERA DI PRECISIONE MSR 140x3x36;33;LOCKNUTS MSR 140x3x36;21;;;;;;;;;;;;;;;;;;;;;
5100015030-00;GHIERA DI PRECISIONE MSR 150x3x36;33;LOCKNUTS MSR 150x3x36;21;;;;;;;;;;;;;;;;;;;;;
5100017030-00;GHIERA DI PRECISIONE MSR 170x3x40;33;LOCKNUTS MSR 170x3x40;21;;;;;;;;;;;;;;;;;;;;;
5100001815-00;GHIERA DI PRECISIONE MSR 18x1,5x18;34;LOCKNUTS MSR 18x1,5x18;22;;;;;;;;;;;;;;;;;;;;;
5100002015-00;GHIERA DI PRECISIONE MSR 20x1,5x18;34;LOCKNUTS MSR 20x1,5x18;22;;;;;;;;;;;;;;;;;;;;;
5100002215-00;GHIERA DI PRECISIONE MSR 22x1,5x18;34;LOCKNUTS MSR 22x1,5x18;22;;;;;;;;;;;;;;;;;;;;;
5100002415-00;GHIERA DI PRECISIONE MSR 24x1,5x18;34;LOCKNUTS MSR 24x1,5x18;22;;;;;;;;;;;;;;;;;;;;;
5100002515-00;GHIERA DI PRECISIONE MSR 25x1,5x20;34;LOCKNUTS MSR 25x1,5x20;22;;;;;;;;;;;;;;;;;;;;;
5100003015-00;GHIERA DI PRECISIONE MSR 30x1,5x20;34;LOCKNUTS MSR 30x1,5x20;22;;;;;;;;;;;;;;;;;;;;;
5100003515-00;GHIERA DI PRECISIONE MSR 35x1,5x22;34;LOCKNUTS MSR 35x1,5x22;22;;;;;;;;;;;;;;;;;;;;;
5100004015-00;GHIERA DI PRECISIONE MSR 40x1,5x22;34;LOCKNUTS MSR 40x1,5x22;22;;;;;;;;;;;;;;;;;;;;;
5100004515-00;GHIERA DI PRECISIONE MSR 45x1,5x22;34;LOCKNUTS MSR 45x1,5x22;22;;;;;;;;;;;;;;;;;;;;;
5100004815-00;GHIERA DI PRECISIONE MSR 48x1,5x25;34;LOCKNUTS MSR 48x1,5x25;22;;;;;;;;;;;;;;;;;;;;;
5100005015-00;GHIERA DI PRECISIONE MSR 50x1,5x25;34;LOCKNUTS MSR 50x1,5x25;22;;;;;;;;;;;;;;;;;;;;;
5100005515-00;GHIERA DI PRECISIONE MSR 55x1,5x25;34;LOCKNUTS MSR 55x1,5x25;22;;;;;;;;;;;;;;;;;;;;;
5100006015-00;GHIERA DI PRECISIONE MSR 60x1,5x26;34;LOCKNUTS MSR 60x1,5x26;22;;;;;;;;;;;;;;;;;;;;;
5100006515-00;GHIERA DI PRECISIONE MSR 65x1,5x28;34;LOCKNUTS MSR 65x1,5x28;22;;;;;;;;;;;;;;;;;;;;;
5100007515-00;GHIERA DI PRECISIONE MSR 75x1,5x28;34;LOCKNUTS MSR 75x1,5x28;22;;;;;;;;;;;;;;;;;;;;;
5100008520-00;GHIERA DI PRECISIONE MSR 85x2x32;32;LOCKNUTS MSR 85x2x32;20;;;;;;;;;;;;;;;;;;;;;
5193400012-00;GOLFARE FEMMINA A2K M12;23;EYE NUT A2K M12;15;;;;;;;;;;;;;;;;;;;;;
5193400014-00;GOLFARE FEMMINA A2K M14;23;EYE NUT A2K M14;15;;;;;;;;;;;;;;;;;;;;;
5193400016-00;GOLFARE FEMMINA A2K M16;23;EYE NUT A2K M16;15;;;;;;;;;;;;;;;;;;;;;
5193400020-00;GOLFARE FEMMINA A2K M20;23;EYE NUT A2K M20;15;;;;;;;;;;;;;;;;;;;;;
5193400030-00;GOLFARE FEMMINA A2K M30;23;EYE NUT A2K M30;15;;;;;;;;;;;;;;;;;;;;;
5193324001-00;GOLFARE M24   UNI 3266;22;EYE BOLT M24;12;;;;;;;;;;;;;;;;;;;;;
5193308000-00;GOLFARE MASCHIO A2K M08;23;LIFTING EYE BOLT A2K M08;24;;;;;;;;;;;;;;;;;;;;;
5193310000-00;GOLFARE MASCHIO A2K M10;23;LIFTING EYE BOLT A2K M10;24;;;;;;;;;;;;;;;;;;;;;
5193312000-00;GOLFARE MASCHIO A2K M12;23;LIFTING EYE BOLT A2K M12;24;;;;;;;;;;;;;;;;;;;;;
5193316000-00;GOLFARE MASCHIO A2K M16;23;LIFTING EYE BOLT A2K M16;24;;;;;;;;;;;;;;;;;;;;;
5193320000-00;GOLFARE MASCHIO A2K M20;23;LIFTING EYE BOLT A2K M20;24;;;;;;;;;;;;;;;;;;;;;
5193324000-00;GOLFARE MASCHIO A2K M24;23;LIFTING EYE BOLT A2K M24;24;;;;;;;;;;;;;;;;;;;;;
5193330000-00;GOLFARE MASCHIO A2K M30;23;LIFTING EYE BOLT A2K M30;24;;;;;;;;;;;;;;;;;;;;;
5193336000-00;GOLFARE MASCHIO A2K M36X3;25;LIFTING EYE BOLT A2K M36X3;26;;;;;;;;;;;;;;;;;;;;;
5193342000-00;GOLFARE MASCHIO A2K M42X3;25;LIFTING EYE BOLT A2K M42X3;26;;;;;;;;;;;;;;;;;;;;;
5193342001-00;GOLFARE MASCHIO A2K M42X4,5;27;LIFTING EYE BOLT A2K M42X4,5;28;;;;;;;;;;;;;;;;;;;;;
5193348000-00;GOLFARE MASCHIO A2K M48X3;25;LIFTING EYE BOLT A2K M48X3;26;;;;;;;;;;;;;;;;;;;;;
5193500016-00;GOLFARE ORIENTABILE M16;23;HEAVY LIFT SWIVEL HOIST RING M16;32;;;;;;;;;;;;;;;;;;;;;
5193500024-00;GOLFARE ORIENTABILE M24;23;HEAVY LIFT SWIVEL HOIST RING M24;32;;;;;;;;;;;;;;;;;;;;;
5193500224-00;GOLFARE ORIENTABILE M24X2;25;HEAVY LIFT SWIVEL HOIST RING M24X2;34;;;;;;;;;;;;;;;;;;;;;
5193500030-00;GOLFARE ORIENTABILE M30;23;HEAVY LIFT SWIVEL HOIST RING M30;32;;;;;;;;;;;;;;;;;;;;;
5193500036-00;GOLFARE ORIENTABILE M36;23;HEAVY LIFT SWIVEL HOIST RING M36;32;;;;;;;;;;;;;;;;;;;;;
5193500042-00;GOLFARE ORIENTABILE M42;23;HEAVY LIFT SWIVEL HOIST RING M42;32;;;;;;;;;;;;;;;;;;;;;
5193500148-00;GOLFARE ORIENTABILE M48X3;25;HEAVY LIFT SWIVEL HOIST RING M48X3;34;;;;;;;;;;;;;;;;;;;;;
5193500048-00;GOLFARE ORIENTABILE M48X5;25;HEAVY LIFT SWIVEL HOIST RING M48X5;34;;;;;;;;;;;;;;;;;;;;;
5104310010-00;GRANO EI P. CILINDRICA A2K M10x10-45H;37;GRUB SCREW HS CYLINDR. P. A2K M10x10-45H;40;;;;;;;;;;;;;;;;;;;;;
5104310020-00;GRANO EI P. CILINDRICA A2K M10x20-45H;37;GRUB SCREW HS CYLINDR. P. A2K M10x20-45H;40;;;;;;;;;;;;;;;;;;;;;
5104310025-00;GRANO EI P. CILINDRICA A2K M10x25-45H;37;GRUB SCREW HS CYLINDR. P. A2K M10x25-45H;40;;;;;;;;;;;;;;;;;;;;;
5104310030-00;GRANO EI P. CILINDRICA A2K M10x30-45H;37;GRUB SCREW HS CYLINDR. P. A2K M10x30-45H;40;;;;;;;;;;;;;;;;;;;;;
5104310035-00;GRANO EI P. CILINDRICA A2K M10x35-45H;37;GRUB SCREW HS CYLINDR. P. A2K M10x35-45H;40;;;;;;;;;;;;;;;;;;;;;
5104310040-00;GRANO EI P. CILINDRICA A2K M10x40-45H;37;GRUB SCREW HS CYLINDR. P. A2K M10x40-45H;40;;;;;;;;;;;;;;;;;;;;;
5104310050-00;GRANO EI P. CILINDRICA A2K M10x50-45H;37;GRUB SCREW HS CYLINDR. P. A2K M10x50-45H;40;;;;;;;;;;;;;;;;;;;;;
5104310060-00;GRANO EI P. CILINDRICA A2K M10x60-45H;37;GRUB SCREW HS CYLINDR. P. A2K M10x60-45H;40;;;;;;;;;;;;;;;;;;;;;
5104310070-00;GRANO EI P. CILINDRICA A2K M10x70-45H;37;GRUB SCREW HS CYLINDR. P. A2K M10x70-45H;40;;;;;;;;;;;;;;;;;;;;;
5104312015-00;GRANO EI P. CILINDRICA A2K M12x16-45H;37;GRUB SCREW HS CYLINDR. P. A2K M12x16-45H;40;;;;;;;;;;;;;;;;;;;;;
5104312035-00;GRANO EI P. CILINDRICA A2K M12x35-45H;37;GRUB SCREW HS CYLINDR. P. A2K M12x35-45H;40;;;;;;;;;;;;;;;;;;;;;
5104312050-00;GRANO EI P. CILINDRICA A2K M12x50-45H;37;GRUB SCREW HS CYLINDR. P. A2K M12x50-45H;40;;;;;;;;;;;;;;;;;;;;;
5104316030-00;GRANO EI P. CILINDRICA A2K M16x30-45H;37;GRUB SCREW HS CYLINDR. P. A2K M16x30-45H;40;;;;;;;;;;;;;;;;;;;;;
5104316035-00;GRANO EI P. CILINDRICA A2K M16x35-45H;37;GRUB SCREW HS CYLINDR. P. A2K M16x35-45H;40;;;;;;;;;;;;;;;;;;;;;
5104316040-00;GRANO EI P. CILINDRICA A2K M16x40-45H;37;GRUB SCREW HS CYLINDR. P. A2K M16x40-45H;40;;;;;;;;;;;;;;;;;;;;;
5104316060-00;GRANO EI P. CILINDRICA A2K M16x60-45H;37;GRUB SCREW HS CYLINDR. P. A2K M16x60-45H;40;;;;;;;;;;;;;;;;;;;;;
5104316070-00;GRANO EI P. CILINDRICA A2K M16x70-45H;37;GRUB SCREW HS CYLINDR. P. A2K M16x70-45H;40;;;;;;;;;;;;;;;;;;;;;
5104303008-00;GRANO EI P. CILINDRICA A2K M3x8-45H;35;GRUB SCREW HS CYLINDR. P. A2K M3x8-45H;38;;;;;;;;;;;;;;;;;;;;;
5104304010-00;GRANO EI P. CILINDRICA A2K M4x10-45H;36;GRUB SCREW HS CYLINDR. P. A2K M4x10-45H;39;;;;;;;;;;;;;;;;;;;;;
5104304016-00;GRANO EI P. CILINDRICA A2K M4x16-45H;36;GRUB SCREW HS CYLINDR. P. A2K M4x16-45H;39;;;;;;;;;;;;;;;;;;;;;
5104305010-00;GRANO EI P. CILINDRICA A2K M5x10-45H;36;GRUB SCREW HS CYLINDR. P. A2K M5x10-45H;39;;;;;;;;;;;;;;;;;;;;;
5104305015-00;GRANO EI P. CILINDRICA A2K M5x16-45H;36;GRUB SCREW HS CYLINDR. P. A2K M5x16-45H;39;;;;;;;;;;;;;;;;;;;;;
5104305020-00;GRANO EI P. CILINDRICA A2K M5x20-45H;36;GRUB SCREW HS CYLINDR. P. A2K M5x20-45H;39;;;;;;;;;;;;;;;;;;;;;
5104305008-00;GRANO EI P. CILINDRICA A2K M5x8-45H;35;GRUB SCREW HS CYLINDR. P. A2K M5x8-45H;38;;;;;;;;;;;;;;;;;;;;;
5104306010-00;GRANO EI P. CILINDRICA A2K M6x10-45H;36;GRUB SCREW HS CYLINDR. P. A2K M6x10-45H;39;;;;;;;;;;;;;;;;;;;;;
5104306012-00;GRANO EI P. CILINDRICA A2K M6x12-45H;36;GRUB SCREW HS CYLINDR. P. A2K M6x12-45H;39;;;;;;;;;;;;;;;;;;;;;
5104306015-00;GRANO EI P. CILINDRICA A2K M6x16-45H;36;GRUB SCREW HS CYLINDR. P. A2K M6x16-45H;39;;;;;;;;;;;;;;;;;;;;;
5104306020-00;GRANO EI P. CILINDRICA A2K M6x20-45H;36;GRUB SCREW HS CYLINDR. P. A2K M6x20-45H;39;;;;;;;;;;;;;;;;;;;;;
5104306025-00;GRANO EI P. CILINDRICA A2K M6x25-45H;36;GRUB SCREW HS CYLINDR. P. A2K M6x25-45H;39;;;;;;;;;;;;;;;;;;;;;
5104306030-00;GRANO EI P. CILINDRICA A2K M6x30-45H;36;GRUB SCREW HS CYLINDR. P. A2K M6x30-45H;39;;;;;;;;;;;;;;;;;;;;;
5104306040-00;GRANO EI P. CILINDRICA A2K M6x40-45H;36;GRUB SCREW HS CYLINDR. P. A2K M6x40-45H;39;;;;;;;;;;;;;;;;;;;;;
5104306045-00;GRANO EI P. CILINDRICA A2K M6x45-45H;36;GRUB SCREW HS CYLINDR. P. A2K M6x45-45H;39;;;;;;;;;;;;;;;;;;;;;
5104306060-00;GRANO EI P. CILINDRICA A2K M6x60-45H;36;GRUB SCREW HS CYLINDR. P. A2K M6x60-45H;39;;;;;;;;;;;;;;;;;;;;;
5104306008-00;GRANO EI P. CILINDRICA A2K M6x8-45H;35;GRUB SCREW HS CYLINDR. P. A2K M6x8-45H;38;;;;;;;;;;;;;;;;;;;;;
5104308010-00;GRANO EI P. CILINDRICA A2K M8x10-45H;36;GRUB SCREW HS CYLINDR. P. A2K M8x10-45H;39;;;;;;;;;;;;;;;;;;;;;
5104308015-00;GRANO EI P. CILINDRICA A2K M8x16-45H;36;GRUB SCREW HS CYLINDR. P. A2K M8x16-45H;39;;;;;;;;;;;;;;;;;;;;;
5104308020-00;GRANO EI P. CILINDRICA A2K M8x20-45H;36;GRUB SCREW HS CYLINDR. P. A2K M8x20-45H;39;;;;;;;;;;;;;;;;;;;;;
5104308030-00;GRANO EI P. CILINDRICA A2K M8x30-45H;36;GRUB SCREW HS CYLINDR. P. A2K M8x30-45H;39;;;;;;;;;;;;;;;;;;;;;
5104308035-00;GRANO EI P. CILINDRICA A2K M8x35-45H;36;GRUB SCREW HS CYLINDR. P. A2K M8x35-45H;39;;;;;;;;;;;;;;;;;;;;;
5104308040-00;GRANO EI P. CILINDRICA A2K M8x40-45H;36;GRUB SCREW HS CYLINDR. P. A2K M8x40-45H;39;;;;;;;;;;;;;;;;;;;;;
5104308045-00;GRANO EI P. CILINDRICA A2K M8x45-45H;36;GRUB SCREW HS CYLINDR. P. A2K M8x45-45H;39;;;;;;;;;;;;;;;;;;;;;
5104308050-00;GRANO EI P. CILINDRICA A2K M8x50-45H;36;GRUB SCREW HS CYLINDR. P. A2K M8x50-45H;39;;;;;;;;;;;;;;;;;;;;;
5104308060-00;GRANO EI P. CILINDRICA A2K M8x60-45H;36;GRUB SCREW HS CYLINDR. P. A2K M8x60-45H;39;;;;;;;;;;;;;;;;;;;;;
5104308070-00;GRANO EI P. CILINDRICA A2K M8x70-45H;36;GRUB SCREW HS CYLINDR. P. A2K M8x70-45H;39;;;;;;;;;;;;;;;;;;;;;
5104403004-00;GRANO EI P. CONICA A2 M3x4-21H;30;GRUB SCREW HS CONICAL P. A2 M3x4-21H;36;;;;;;;;;;;;;;;;;;;;;
5106405012-00;GRANO EI P. CONICA A2 M5x12-21H;31;GRUB SCREW HS CONICAL P. A2 M5x12-21H;37;;;;;;;;;;;;;;;;;;;;;
5106405008-00;GRANO EI P. CONICA A2 M5x8-21H;30;GRUB SCREW HS CONICAL P. A2 M5x8-21H;36;;;;;;;;;;;;;;;;;;;;;
5106406010-00;GRANO EI P. CONICA A2 M6x10-21H;31;GRUB SCREW HS CONICAL P. A2 M6x10-21H;37;;;;;;;;;;;;;;;;;;;;;
5106310010-00;GRANO EI P. CONICA A2K M10x10-45H;33;GRUB SCREW HS CONICAL P. A2K M10x10-45H;39;;;;;;;;;;;;;;;;;;;;;
5106310014-00;GRANO EI P. CONICA A2K M10x14-45H;33;GRUB SCREW HS CONICAL P. A2K M10x14-45H;39;;;;;;;;;;;;;;;;;;;;;
5106310020-00;GRANO EI P. CONICA A2K M10x20-45H;33;GRUB SCREW HS CONICAL P. A2K M10x20-45H;39;;;;;;;;;;;;;;;;;;;;;
5106310025-00;GRANO EI P. CONICA A2K M10x25-45H;33;GRUB SCREW HS CONICAL P. A2K M10x25-45H;39;;;;;;;;;;;;;;;;;;;;;
5106310030-00;GRANO EI P. CONICA A2K M10x30-45H;33;GRUB SCREW HS CONICAL P. A2K M10x30-45H;39;;;;;;;;;;;;;;;;;;;;;
5106310060-00;GRANO EI P. CONICA A2K M10x60-45H;33;GRUB SCREW HS CONICAL P. A2K M10x60-45H;39;;;;;;;;;;;;;;;;;;;;;
5106312035-00;GRANO EI P. CONICA A2K M12x35-45H;33;GRUB SCREW HS CONICAL P. A2K M12x35-45H;39;;;;;;;;;;;;;;;;;;;;;
5106312060-00;GRANO EI P. CONICA A2K M12x60-45H;33;GRUB SCREW HS CONICAL P. A2K M12x60-45H;39;;;;;;;;;;;;;;;;;;;;;
5106316020-00;GRANO EI P. CONICA A2K M16x20-45H;33;GRUB SCREW HS CONICAL P. A2K M16x20-45H;39;;;;;;;;;;;;;;;;;;;;;
5106316030-00;GRANO EI P. CONICA A2K M16x30-45H;33;GRUB SCREW HS CONICAL P. A2K M16x30-45H;39;;;;;;;;;;;;;;;;;;;;;
5106304010-00;GRANO EI P. CONICA A2K M4x10-45H;32;GRUB SCREW HS CONICAL P. A2K M4x10-45H;38;;;;;;;;;;;;;;;;;;;;;
5106304005-00;GRANO EI P. CONICA A2K M4x5-45H;31;GRUB SCREW HS CONICAL P. A2K M4x5-45H;37;;;;;;;;;;;;;;;;;;;;;
5106304008-00;GRANO EI P. CONICA A2K M4x8-45H;31;GRUB SCREW HS CONICAL P. A2K M4x8-45H;37;;;;;;;;;;;;;;;;;;;;;
